id,repos_id,owner,created_at,n_forks,n_stargazers,n_watchers,size,n_issues
106655311,16458371,roygear,2017-10-12T06:47:24Z,0,0,0,101105,0
106658679,69471833,CyrilWendl,2017-10-12T07:20:11Z,0,0,0,101506,0
106661087,5780416,RonaldV,2017-10-12T07:44:30Z,0,0,0,106193,0
106663979,73556228,jumpwater,2017-10-12T08:12:02Z,0,0,0,104978,0
106665970,27558747,jonike,2017-10-12T08:30:18Z,0,0,0,105844,0
106667098,11966468,megasaturnv,2017-10-12T08:40:45Z,0,0,0,109269,0
106667266,91649307,Samurais,2017-10-12T08:42:11Z,1,0,0,100051,0
106667278,88792576,xi-studio,2017-10-12T08:42:16Z,0,0,0,106091,0
106667392,12236614,VincentGum,2017-10-12T08:43:20Z,0,0,0,101524,0
106670911,99942301,benilacs,2017-10-12T09:14:35Z,0,0,0,15413,0
106670916,38317187,MMarus,2017-10-12T09:14:39Z,0,0,0,97989,0
106672988,34515034,JelleManders,2017-10-12T09:32:04Z,0,0,0,100227,0
106674222,82176208,yixuhui,2017-10-12T09:42:57Z,0,0,0,106549,0
106676328,80120461,irenecionni,2017-10-12T10:03:44Z,0,0,0,99682,0
106676763,28489054,COMP30022,2017-10-12T10:08:03Z,0,0,0,100099,0
106676994,45125402,Ammarhassan48,2017-10-12T10:10:39Z,0,0,0,92492,0
106683468,19764124,ipsl,2017-10-12T11:23:21Z,0,0,0,106994,0
106688801,17674807,zhougd,2017-10-12T12:18:39Z,0,0,0,101618,0
106689413,39262473,FrostedPenguin,2017-10-12T12:24:25Z,0,0,0,101696,0
106697991,103715225,zuojiashun,2017-10-12T13:41:30Z,0,0,0,101119,0
106699078,4302287,1282009188,2017-10-12T13:50:47Z,0,0,0,107806,0
106700832,65530786,uwitec,2017-10-12T14:05:19Z,0,0,0,100424,0
106704718,8909748,phild68,2017-10-12T14:37:14Z,0,0,0,119678,0
106705811,9221446,HarrisonDing,2017-10-12T14:46:20Z,0,0,0,101239,0
106707320,31185775,BNT-WebMan,2017-10-12T14:58:38Z,0,0,0,107132,0
106710231,33962082,oandreeeee,2017-10-12T15:21:23Z,0,0,0,106742,0
10671087,7354272,C0TC0T,2013-06-13T17:01:41Z,0,0,0,85845,0
106711307,96964896,thinh2,2017-10-12T15:30:08Z,0,0,0,13212,0
106711337,47368723,Developer02202002,2017-10-12T15:30:22Z,0,0,0,100257,0
106714503,22958004,pixitha,2017-10-12T15:56:18Z,0,0,0,102253,0
106714656,14886074,Ruien1001,2017-10-12T15:57:37Z,0,0,0,106634,0
106716482,39033929,WittyPlex,2017-10-12T16:14:21Z,0,0,0,108575,0
106720537,105974027,aie108,2017-10-12T16:52:00Z,0,0,0,108613,0
106723251,48024022,rbnquintero,2017-10-12T17:17:53Z,0,0,0,106924,0
106730090,37829238,HoddOfficial,2017-10-12T18:24:09Z,0,0,0,95635,0
106733412,83542054,HuangRihChang,2017-10-12T18:57:33Z,0,0,0,105054,0
106737755,42454540,jontonsoup,2017-10-12T19:42:39Z,0,0,0,86821,0
106743517,58637252,ballessay,2017-10-12T20:46:04Z,0,0,0,104812,0
106745707,16717141,cirosantilli,2017-10-12T21:09:51Z,0,0,0,100802,0
106749931,64388724,zhangyan612,2017-10-12T22:02:27Z,0,0,0,100194,0
106750022,50304279,kandarpksk,2017-10-12T22:03:33Z,0,0,0,81417,0
106750839,35440404,coveord,2017-10-12T22:14:46Z,0,0,0,98093,0
106753646,10939007,ColumbiaCMB,2017-10-12T22:57:23Z,0,0,0,103849,0
106757162,11977871,triphysics,2017-10-12T23:57:54Z,0,0,0,106985,0
106757643,33947900,JohnnyKwon,2017-10-13T00:05:56Z,0,0,0,79858,0
106762189,30915634,minmin-Lin,2017-10-13T01:16:28Z,0,0,0,105788,0
106765124,17217530,wanyoungj,2017-10-13T01:53:05Z,0,0,0,108688,0
106765477,50304279,vro-kit,2017-10-13T01:57:16Z,0,0,0,81417,0
106766125,36071872,ntherexxx,2017-10-13T02:04:34Z,1,0,0,109106,0
106766705,4302287,loao,2017-10-13T02:11:00Z,0,0,0,107816,0
106767704,69497013,CuteCha,2017-10-13T02:21:38Z,0,0,0,100554,0
106768261,33962082,datsoft,2017-10-13T02:27:21Z,0,0,0,106742,0
106770103,49808517,liaoxf,2017-10-13T02:48:20Z,0,0,0,107012,0
106774665,84949566,Tongzhenguo,2017-10-13T03:41:31Z,0,0,0,101531,0
106774975,61725497,Hihayden,2017-10-13T03:45:28Z,0,0,0,102250,0
106777760,87818108,dimitrovs,2017-10-13T04:26:55Z,0,0,0,116263,0
106778270,55751668,jisu0123,2017-10-13T04:34:40Z,0,0,0,103055,0
106778332,18727860,edinfuntek,2017-10-13T04:35:27Z,1,1,1,107932,0
106778661,34248410,liangxi627,2017-10-13T04:41:09Z,0,0,0,106631,0
106783977,33962082,jerry1119,2017-10-13T05:58:20Z,0,0,0,106742,0
106788800,80120461,wk1984,2017-10-13T06:52:47Z,0,0,0,99735,0
106793021,77082409,arthurdent3,2017-10-13T07:35:29Z,0,0,0,106384,0
106798035,21421114,zhilinxiong,2017-10-13T08:25:09Z,0,0,0,107977,0
106798117,60449956,luis-wang,2017-10-13T08:25:59Z,0,0,0,100987,0
106804910,11117686,hcmalloc,2017-10-13T09:29:06Z,0,0,0,110215,0
106810812,38297920,grigb,2017-10-13T10:26:59Z,0,0,0,62736,0
106811270,97812266,tuian,2017-10-13T10:32:02Z,0,0,0,100001,0
106813968,51128140,grigb,2017-10-13T11:03:10Z,0,0,0,102540,0
106817991,15805751,goujibing,2017-10-13T11:50:03Z,0,0,0,107309,0
106819161,4302287,Amstel90,2017-10-13T12:03:17Z,0,0,0,107816,0
106824194,83078753,naryukov,2017-10-13T12:55:15Z,0,0,0,120334,0
106837815,101726141,glennneiger,2017-10-13T14:55:19Z,0,0,0,119994,0
106839473,97812266,d0bug,2017-10-13T15:08:44Z,0,0,0,100001,0
106842038,96122392,glennneiger,2017-10-13T15:31:21Z,0,0,0,103088,0
106845964,16049776,hungud,2017-10-13T16:05:37Z,0,0,0,105579,0
106846313,30915634,trancung1993,2017-10-13T16:09:16Z,0,0,0,105788,0
106850486,98758976,aanthony1243,2017-10-13T16:51:54Z,0,0,0,95488,0
106851128,29785531,nickpetrilla,2017-10-13T16:58:20Z,0,0,0,102333,0
106855052,83542054,Rabia-Noureen,2017-10-13T17:38:58Z,0,0,0,105054,0
106855496,50304279,CNXTEoEorg,2017-10-13T17:44:17Z,0,1,1,81511,0
106857184,11267149,rproger,2017-10-13T18:03:06Z,0,0,0,101993,0
106871804,79160357,darkon5,2017-10-13T20:46:43Z,0,0,0,100380,0
106874561,20112230,Iniminds,2017-10-13T21:22:04Z,0,0,0,109027,0
106881197,28882452,KirOS002,2017-10-13T23:07:13Z,0,0,0,105287,0
106885620,26293012,magdysalem2,2017-10-14T00:35:00Z,0,0,0,100180,0
106886211,23019938,aijorgenson,2017-10-14T00:47:33Z,0,0,0,114581,0
106889590,40011265,jinshuichengliu,2017-10-14T01:55:06Z,0,0,0,99054,0
106891440,19321876,shaundomingo,2017-10-14T02:28:26Z,0,0,0,81243,0
106891699,25946582,CNXTEoEorg,2017-10-14T02:33:03Z,0,1,1,103050,0
106896566,82176208,wyd1332806181,2017-10-14T03:59:28Z,0,0,0,106549,0
106896888,43648211,DanTheMan827,2017-10-14T04:06:01Z,0,0,0,105110,0
106901071,84949566,tsec,2017-10-14T05:28:34Z,0,0,0,101531,0
106901215,102366147,joyolkreg,2017-10-14T05:31:33Z,0,0,0,1556,0
106901393,37829238,jieyanhuang,2017-10-14T05:34:59Z,0,0,0,95636,0
106902074,43648211,smitchell6879,2017-10-14T05:48:08Z,0,0,0,105048,0
106903208,102366147,WillyWu0201,2017-10-14T06:08:47Z,0,0,0,1556,0
106903283,8144707,CNXTEoEorg,2017-10-14T06:10:00Z,0,1,1,101205,0
106905853,33947900,jerry1119,2017-10-14T06:55:46Z,0,0,0,79858,0
106906042,102366147,Leonard-Lee,2017-10-14T06:58:40Z,0,0,0,1556,0
106910858,46856799,imclab,2017-10-14T08:19:51Z,0,0,0,108149,0
106924575,6474647,mingsuosu,2017-10-14T12:05:53Z,0,0,0,98089,0
106926612,5731348,Harlan-pku,2017-10-14T12:37:58Z,0,0,0,106623,0
106927036,16049776,monarchBacilluscoli,2017-10-14T12:44:24Z,0,0,0,105579,0
106928843,82974632,Arcovv,2017-10-14T13:12:20Z,0,0,0,97761,0
106929272,20178180,ev-staging,2017-10-14T13:18:36Z,0,0,0,107804,0
106931454,11117686,zj2089,2017-10-14T13:48:07Z,0,0,0,110215,0
106931503,104478761,BIGKnight,2017-10-14T13:48:48Z,0,0,0,6200,0
106932719,19746800,cyberbandya007,2017-10-14T14:04:44Z,0,0,0,107768,0
106938344,1316444,ak1n,2017-10-14T15:18:06Z,0,0,0,107365,0
106947614,8676812,Wetmelon,2017-10-14T17:20:08Z,0,0,0,113707,0
106947677,1547663,isaac-nugroho,2017-10-14T17:20:55Z,0,0,0,107490,0
106950433,100307510,2dpodcast,2017-10-14T18:00:16Z,0,0,0,96181,0
106951205,6617845,ansingh,2017-10-14T18:11:03Z,0,0,0,108617,0
106957061,9880345,ttuegel,2017-10-14T19:35:06Z,0,0,0,105058,0
106970677,13213754,Stasonhub,2017-10-14T23:40:04Z,0,0,0,101669,0
106974922,42333798,adeelkhalil,2017-10-15T01:26:43Z,0,0,0,100426,0
106975126,98602175,DensityCo,2017-10-15T01:30:24Z,0,0,0,79031,0
106975872,102366147,benshiue,2017-10-15T01:47:02Z,0,0,0,1557,0
106976232,59521862,thorick,2017-10-15T01:54:50Z,0,0,0,107890,0
106976750,16588204,ChathurangiShyalika,2017-10-15T02:06:19Z,0,0,0,105628,0
106982125,69854,TFullerene,2017-10-15T03:57:10Z,0,0,0,101338,0
106985511,76991101,lazydroid,2017-10-15T05:10:55Z,0,0,0,109082,0
10699075,10466183,oky73,2013-06-14T22:35:50Z,0,0,0,108667,0
106991179,102601775,arguiot,2017-10-15T07:05:35Z,0,0,0,30303,0
106991841,9957772,jackxieweiwu,2017-10-15T07:18:32Z,0,0,0,100599,0
106993151,33947900,lsvhome,2017-10-15T07:43:05Z,0,0,0,79049,0
1069962,917137,maxogden,2010-11-10T23:18:07Z,0,1,1,10976,0
107001000,84949566,ashora,2017-10-15T10:02:42Z,0,0,0,101531,0
107003356,13213754,mark62726,2017-10-15T10:42:03Z,0,0,0,101669,0
107004163,13580663,digitalsoft,2017-10-15T10:55:34Z,0,0,0,102747,0
107010183,16049776,ZiTongBo,2017-10-15T12:29:02Z,0,0,0,105579,0
107010689,39003227,jesa1,2017-10-15T12:36:08Z,0,0,0,108553,0
107011692,72161296,manasouza,2017-10-15T12:51:29Z,0,0,0,110256,0
107013525,71240333,bluestinger1989,2017-10-15T13:15:01Z,0,0,0,101053,0
107013580,81988822,gokhanelgun,2017-10-15T13:15:51Z,0,0,0,106964,0
107013601,82176208,guojianbin,2017-10-15T13:16:06Z,0,0,0,106549,0
107019030,14581843,szilardfx,2017-10-15T14:22:38Z,0,0,0,102619,0
107019511,99942301,AlexxNica,2017-10-15T14:27:44Z,0,0,0,15653,0
107019521,99942301,Kryndex,2017-10-15T14:27:47Z,0,0,0,15653,0
107020157,2625622,smumryak,2017-10-15T14:36:03Z,0,0,0,100591,0
107023136,8945476,robodomit,2017-10-15T15:12:55Z,0,0,0,103161,0
107023254,51099175,xsdlab,2017-10-15T15:14:19Z,0,0,0,97828,0
107023821,61725497,winfredchen,2017-10-15T15:21:40Z,0,0,0,102247,0
107026351,29431415,Mahmuttalemdar,2017-10-15T15:54:28Z,0,0,0,107505,0
107031873,83542054,huyhoang17,2017-10-15T17:06:31Z,0,0,0,105054,0
107031979,28882452,nel-co,2017-10-15T17:07:50Z,0,0,0,105443,0
107032456,16018083,johnny-lai,2017-10-15T17:14:03Z,0,0,0,107911,0
107038857,2521861,snowch,2017-10-15T18:40:19Z,0,0,0,108071,0
107039430,1374129,jameshnsears,2017-10-15T18:48:26Z,0,0,0,103840,0
107044957,26376490,rorybeling,2017-10-15T20:03:30Z,0,0,0,101988,0
107046089,15688257,jkim3211,2017-10-15T20:18:35Z,0,1,1,104779,0
107047927,34271167,mittcoats,2017-10-15T20:46:03Z,0,0,0,100106,0
107059661,29048891,piperchester,2017-10-16T00:23:04Z,0,0,0,100730,0
107063443,75971860,ishandutta2007,2017-10-16T01:24:11Z,0,0,0,101574,0
107063639,33554674,TanXiaoQian,2017-10-16T01:26:30Z,0,0,0,96040,0
107064603,33962082,Jerry809,2017-10-16T01:39:45Z,0,0,0,106742,0
107064946,46551267,ustkaka,2017-10-16T01:43:57Z,0,0,0,100626,0
107065674,16049776,sexroute,2017-10-16T01:53:02Z,0,0,0,105579,0
107068221,96964896,mwong31,2017-10-16T02:23:32Z,0,0,0,13212,0
107074633,22399826,lpcdma,2017-10-16T03:37:48Z,0,0,0,117304,0
107076138,8909748,zgmgypb,2017-10-16T03:56:44Z,0,0,0,119793,0
107077394,18864134,rajdeep1008,2017-10-16T04:16:04Z,0,0,0,101168,0
107078067,26376490,xionun,2017-10-16T04:27:17Z,0,0,0,101988,0
107078398,100733041,Fakerhero,2017-10-16T04:32:47Z,0,0,0,101044,0
107081363,102366147,vgycsk,2017-10-16T05:20:39Z,0,0,0,1557,0
107083567,36213972,kyasuda2003,2017-10-16T05:51:57Z,0,0,0,91140,0
107087420,45571019,igorolrev,2017-10-16T06:36:36Z,0,0,0,107298,0
107088269,79765443,1243246886,2017-10-16T06:45:14Z,0,1,1,101070,0
107093333,106530152,iamksseo,2017-10-16T07:33:30Z,0,0,0,106930,0
107093675,37829238,GitMiester,2017-10-16T07:36:24Z,0,0,0,95648,0
107094184,106530152,dwkang,2017-10-16T07:40:24Z,0,0,0,106060,0
107097342,81124386,blackwhites,2017-10-16T08:07:41Z,0,0,0,165,0
10710017,6397329,Engage3D,2013-06-15T18:07:47Z,0,0,0,119231,0
107101353,72207529,ieggel,2017-10-16T08:42:52Z,0,0,0,120223,0
107103653,44812603,GodIsUniverse,2017-10-16T09:03:03Z,0,0,0,102196,0
107108530,62209465,Jenner4S,2017-10-16T09:45:43Z,0,0,0,102339,0
107108715,33870558,samwelanderson,2017-10-16T09:47:16Z,0,0,0,103186,0
107109195,33554674,kingideayou,2017-10-16T09:51:12Z,0,0,0,96040,0
107110736,52929967,Hanchengluo,2017-10-16T10:05:30Z,0,0,0,102740,0
107111321,21219871,Mingxikao,2017-10-16T10:11:36Z,0,0,0,107272,0
107117653,75558440,daimob,2017-10-16T11:20:43Z,0,0,0,99155,0
107118614,89782774,flashTianjiao,2017-10-16T11:31:21Z,0,0,0,29711,0
107119587,21606611,shelyshely,2017-10-16T11:41:03Z,0,0,0,100731,0
107119919,69471833,vsanca,2017-10-16T11:44:32Z,0,0,0,101506,0
107121263,17926124,raghsgit,2017-10-16T11:58:47Z,0,0,0,110039,0
107123818,23668497,stlcours,2017-10-16T12:23:46Z,0,0,0,99881,0
107124873,6474647,ipa-bfb,2017-10-16T12:33:30Z,0,0,0,99411,0
107130206,54109132,gitter-badger,2017-10-16T13:20:04Z,0,0,0,101407,0
10713117,6131799,Towe0608,2013-06-15T22:54:38Z,0,0,0,100490,0
107132237,47441777,mexbo,2017-10-16T13:36:48Z,0,0,0,88152,0
107139183,103220095,timanthynot,2017-10-16T14:30:24Z,0,0,0,103030,0
107142800,57286490,yangpin,2017-10-16T14:58:27Z,0,0,0,107628,0
107148411,53029317,monicatk,2017-10-16T15:41:26Z,0,0,0,105603,0
107163356,81477023,ajsunder,2017-10-16T17:54:51Z,0,0,0,62150,0
107174284,101397250,MMBElectronics,2017-10-16T19:35:06Z,0,0,0,108504,0
107176264,15179408,andrewlucianlu,2017-10-16T19:55:37Z,0,0,0,107384,0
107176717,83142122,arduino-toolbox,2017-10-16T20:00:26Z,0,0,0,108107,0
107180386,41365799,H-M-H,2017-10-16T20:38:28Z,0,0,0,109026,0
107180751,42454540,kevinhuang12345678,2017-10-16T20:42:07Z,0,0,0,86669,0
107183029,66779514,whirish,2017-10-16T21:06:22Z,0,0,0,107061,0
107185022,30084378,pauloverzini,2017-10-16T21:29:09Z,0,0,0,101015,0
107187522,50112589,ricardolastra,2017-10-16T21:58:58Z,0,0,0,100979,0
107191092,13354017,madamkiwi,2017-10-16T22:47:57Z,0,0,0,109007,0
107191734,41056562,erickogi,2017-10-16T22:57:36Z,0,0,0,101639,0
107192861,93794918,nvh,2017-10-16T23:15:16Z,0,0,0,105960,0
107199538,39262473,fmannan,2017-10-17T00:53:31Z,0,0,0,101698,0
107201440,5731348,SeisPider,2017-10-17T01:17:59Z,0,0,0,107007,0
107202018,50400523,guojianbin,2017-10-17T01:24:55Z,0,0,0,69578,0
107203411,28882452,omarsherifs,2017-10-17T01:41:09Z,0,0,0,105401,0
107203848,46551267,sunbiaozj,2017-10-17T01:46:17Z,0,0,0,100626,0
107207848,66630128,d0bug,2017-10-17T02:29:55Z,0,0,0,108427,0
107208666,44208682,yueyihua,2017-10-17T02:39:00Z,0,0,0,102667,0
107212772,24135832,a2393439531,2017-10-17T03:24:08Z,0,0,0,105535,0
107213297,57286490,Leovy,2017-10-17T03:29:26Z,0,0,0,107628,0
107214121,105974027,leesinfook2015,2017-10-17T03:39:22Z,0,0,0,108613,0
10722431,3490162,Asteral,2013-06-16T16:22:26Z,0,0,0,102435,0
107226887,51931160,longlonglife,2017-10-17T06:28:00Z,0,1,1,108588,0
107230789,73556228,ggleo08,2017-10-17T07:08:18Z,0,0,0,104978,0
107231651,32983344,satishbabariya2,2017-10-17T07:15:47Z,0,0,0,102700,0
107232474,43691261,CheckPointSW,2017-10-17T07:23:17Z,0,0,0,99866,0
107232764,81904445,redheli,2017-10-17T07:25:28Z,0,0,0,101356,0
107234536,82974632,ntkhoi,2017-10-17T07:41:46Z,0,0,0,97760,0
107235246,77728903,shenquandoudou,2017-10-17T07:48:06Z,0,0,0,107175,0
107236388,11995438,gaokr,2017-10-17T07:57:57Z,0,0,0,110358,0
107237641,89342747,shi-ch,2017-10-17T08:08:35Z,0,0,0,120350,0
107240245,68690571,zwsong,2017-10-17T08:31:57Z,0,0,0,102427,0
107242345,17217530,tsholmes,2017-10-17T08:50:26Z,0,0,0,109125,0
107248443,2067253,danielchick,2017-10-17T09:42:18Z,0,0,0,109946,0
107251755,55572719,qiandingqin,2017-10-17T10:12:02Z,0,0,0,100131,0
107253222,78159178,RubensZimbres,2017-10-17T10:26:07Z,0,0,0,97268,0
107253807,9957772,most253822,2017-10-17T10:32:18Z,0,0,0,100704,0
107256418,35368469,juanmaneo,2017-10-17T11:00:04Z,0,0,0,106984,0
107261156,84949566,R0uter,2017-10-17T11:47:27Z,0,0,0,101533,0
107266141,49451058,k-int,2017-10-17T12:34:11Z,0,0,0,108113,0
107274941,32853938,garnierr,2017-10-17T13:49:18Z,0,0,0,105669,0
107277006,63759748,Art2Cat,2017-10-17T14:05:32Z,0,0,0,102711,0
107278542,93647943,StudyLifeTime,2017-10-17T14:18:08Z,0,0,0,107605,0
107282728,13354017,idoru,2017-10-17T14:49:09Z,0,0,0,109025,0
107291020,33962082,gonrodnu,2017-10-17T15:52:08Z,0,0,0,106742,0
107291589,39557710,EtonLuo,2017-10-17T15:56:59Z,0,0,0,101592,0
107291817,50304279,sgk,2017-10-17T15:58:33Z,0,0,0,82986,0
107295187,27507850,sskausik08,2017-10-17T16:25:08Z,0,0,0,105240,0
107299868,89087541,4Quant,2017-10-17T17:09:02Z,0,0,0,104122,0
107300274,45619538,Maskmale,2017-10-17T17:13:07Z,0,0,0,100231,0
107302303,101397250,matijamihic,2017-10-17T17:33:24Z,0,0,0,81820,0
107307219,53026150,pdk1750,2017-10-17T18:18:57Z,0,0,0,119484,0
107307704,50304279,RejoiceSupsup,2017-10-17T18:23:00Z,0,0,0,83054,0
107311056,18367810,edaehn,2017-10-17T18:53:53Z,0,0,0,108311,0
107313102,45125402,Markkue,2017-10-17T19:14:10Z,0,0,0,94562,0
107313704,3645592,nagyist,2017-10-17T19:19:20Z,0,0,0,107514,0
107316903,6322382,efraimrodrigues,2017-10-17T19:52:10Z,0,0,0,100319,0
107319825,6617845,dyoungdev,2017-10-17T20:23:30Z,0,0,0,108618,0
107321270,12465340,dirmeier,2017-10-17T20:39:21Z,0,0,0,99082,0
107326329,101763150,robherring,2017-10-17T21:32:03Z,0,0,0,103040,0
107332627,8945476,gustavo-eduard,2017-10-17T22:53:04Z,0,0,0,103161,0
107333174,45125402,dkluemke,2017-10-17T23:01:46Z,0,0,0,94559,0
107334579,55358069,mgrank,2017-10-17T23:23:13Z,0,2,2,140417,2
107334968,98758976,cloud-netg5,2017-10-17T23:29:07Z,1,0,0,95615,0
107335076,93794918,DevanKuleindiren,2017-10-17T23:30:56Z,0,0,0,105960,0
107339663,106530152,cholgyu-kang,2017-10-18T00:41:51Z,0,0,0,106473,0
107343929,602938,hcmalloc,2017-10-18T01:34:58Z,0,0,0,100618,0
107344070,93794918,zhengyonglei,2017-10-18T01:36:26Z,0,0,0,105960,0
107345119,106530152,boosik-park,2017-10-18T01:47:55Z,0,0,0,105423,0
107345610,35368469,GqZh,2017-10-18T01:53:42Z,0,0,0,106984,0
107347833,8522731,FootballAndFinance,2017-10-18T02:18:04Z,0,0,0,106241,0
107351042,9221446,qxp1011,2017-10-18T02:51:36Z,0,0,0,101239,0
107351606,102837504,51ak,2017-10-18T02:58:02Z,0,0,0,118990,0
107351875,93794918,sunkaianna,2017-10-18T03:00:49Z,0,0,0,105960,0
107352368,97301451,strategist922,2017-10-18T03:05:57Z,0,0,0,108056,0
107354833,12169108,bowbahdoe,2017-10-18T03:32:31Z,0,0,0,95062,0
107355944,29234758,positroncascade,2017-10-18T03:46:28Z,0,0,0,102309,0
107359058,12929894,ghostintheshellarise,2017-10-18T04:32:56Z,0,0,0,120076,0
107359320,35368469,dwanhy,2017-10-18T04:37:28Z,0,0,0,106984,0
107364587,61034131,KongCang,2017-10-18T05:54:56Z,0,0,0,101084,0
107366015,1390800,AlexeiVainshtein,2017-10-18T06:13:00Z,0,0,0,106831,0
107369374,64792784,demoishan,2017-10-18T06:48:18Z,0,0,0,95235,0
107370889,23130865,mtsee,2017-10-18T07:04:19Z,0,0,0,100448,0
107371921,18727860,yuqilin,2017-10-18T07:14:24Z,0,0,0,107837,0
107373208,32989471,enterstudio,2017-10-18T07:26:29Z,0,0,0,101342,0
107373887,63759748,Koh-Kae,2017-10-18T07:32:27Z,0,0,0,102711,0
107375396,62209465,JingChuanHe,2017-10-18T07:46:54Z,0,0,0,102339,0
107376857,102837504,alphadyz,2017-10-18T08:00:39Z,0,0,0,118990,0
107378405,28918422,luisfarzati,2017-10-18T08:15:00Z,0,0,0,100352,0
107378549,96122392,sunkaianna,2017-10-18T08:16:11Z,0,0,0,103088,0
107378726,46551267,xulukai,2017-10-18T08:17:55Z,0,0,0,100626,0
107380848,45619538,JingChuanHe,2017-10-18T08:36:44Z,0,0,0,100231,0
107381616,37164499,GitJove,2017-10-18T08:43:06Z,0,0,0,94093,0
107384419,26376490,Humilton,2017-10-18T09:07:56Z,0,0,0,101988,0
107387109,22958004,noelex,2017-10-18T09:32:09Z,0,0,0,102254,0
107389504,34809191,enterstudio,2017-10-18T09:54:41Z,0,0,0,98418,0
107390354,23019938,marbiru,2017-10-18T10:03:15Z,0,0,0,117317,0
107393162,15777788,bachp,2017-10-18T10:31:35Z,0,0,0,118383,0
107394288,5780416,erkanmaras,2017-10-18T10:43:17Z,0,0,0,106524,0
107400580,12169108,ELEVIKEJ,2017-10-18T11:46:08Z,0,0,0,96094,0
107400983,102837504,xushanGit,2017-10-18T11:49:47Z,0,0,0,118990,0
107407433,97936072,Nazrath10R,2017-10-18T12:48:12Z,0,0,0,77410,0
107409669,6617845,mdelorimier,2017-10-18T13:08:29Z,0,0,0,108617,0
107410663,103598996,Wesam266,2017-10-18T13:17:13Z,0,0,0,102019,0
107410840,45082023,pechy2791,2017-10-18T13:18:58Z,0,0,0,93297,0
107411144,78365207,mathewspjacob,2017-10-18T13:21:40Z,0,0,0,109235,0
107412309,30333920,syc728,2017-10-18T13:30:20Z,0,0,0,102720,0
107412732,3077018,ddiguy,2017-10-18T13:33:49Z,0,0,0,120198,0
107412751,37829238,Kimcrack,2017-10-18T13:33:57Z,0,0,0,95666,0
107412860,45175795,SeabeeBUC,2017-10-18T13:34:47Z,0,0,0,107597,0
107413105,75645659,vendi-advertising,2017-10-18T13:36:41Z,0,0,0,100376,0
107414132,102837504,thomposer,2017-10-18T13:44:51Z,0,0,0,118990,0
107415469,19777812,Dayuc,2017-10-18T13:56:02Z,0,0,0,108527,0
107426288,75645659,cjhaas,2017-10-18T15:21:01Z,0,0,0,100159,0
107431576,41932308,mbarce,2017-10-18T16:04:39Z,0,0,0,108952,0
107434915,72702443,zcrwind,2017-10-18T16:33:57Z,0,0,0,107074,0
107435878,9395939,samanalysis,2017-10-18T16:42:05Z,0,0,0,101293,0
107438907,3699358,dend,2017-10-18T17:10:25Z,0,0,0,108852,0
107439284,35440404,an-kumar,2017-10-18T17:13:36Z,0,0,0,98289,0
107439482,1377159,johanneskloos,2017-10-18T17:15:28Z,0,0,0,97871,0
107443184,63759748,Lovoid,2017-10-18T17:49:05Z,0,0,0,102711,0
107445120,54912542,ajitak,2017-10-18T18:07:19Z,0,0,0,82246,0
107445501,33947900,buzallen,2017-10-18T18:11:19Z,0,0,0,80685,0
107446853,5731348,xiaogh98,2017-10-18T18:24:17Z,0,0,0,106928,0
107447062,54912542,medinatiger,2017-10-18T18:26:14Z,0,0,0,82300,0
107457647,101397250,Periza,2017-10-18T20:10:57Z,0,0,0,85915,0
107458766,9880345,iillyyaa,2017-10-18T20:22:48Z,0,0,0,105391,0
107463013,90623387,jhammell,2017-10-18T21:06:13Z,0,0,0,120220,0
107464338,49451058,legiongis,2017-10-18T21:20:07Z,1,0,0,107784,1
107470742,35440404,julian-becker,2017-10-18T22:38:22Z,0,0,0,98298,0
107474464,19777812,crSnail,2017-10-18T23:31:44Z,0,0,0,108527,0
107483407,4521463,the-cc-dev,2017-10-19T01:37:17Z,0,0,0,108064,0
107484894,102837504,tanglizao,2017-10-19T01:54:09Z,0,0,0,118990,0
107490266,83542054,truyet,2017-10-19T02:50:18Z,0,0,0,105054,0
107491483,100307510,angelhdz45,2017-10-19T03:02:59Z,0,0,0,96181,0
107493240,46557928,yfl-cb,2017-10-19T03:22:14Z,0,0,0,107616,0
107495261,2067253,dknorr7,2017-10-19T03:45:23Z,0,0,0,109946,0
107497036,81228516,xuyelinxu,2017-10-19T04:10:02Z,0,0,0,107652,0
107505471,33554674,GengmeiAndroid,2017-10-19T06:14:01Z,0,0,0,96040,0
107505729,21219871,jcflin,2017-10-19T06:17:10Z,0,0,0,107276,0
107507933,54912542,pipejakob,2017-10-19T06:40:44Z,0,0,0,90658,0
107510318,102837504,litzhou,2017-10-19T07:05:19Z,0,0,0,118990,0
107510879,31185775,lafrank,2017-10-19T07:10:54Z,0,0,0,108793,0
107512128,27249479,toannguyen-lockon,2017-10-19T07:23:20Z,0,0,0,81841,0
107513774,69273740,Jaykrushna,2017-10-19T07:38:35Z,0,0,0,108693,0
107514025,81459062,Biocodings,2017-10-19T07:41:05Z,0,0,0,102132,0
107515073,9785282,inambioinfo,2017-10-19T07:50:51Z,0,0,0,105546,0
107515492,91451992,hakkikarahan,2017-10-19T07:54:44Z,0,0,0,78857,0
107516229,9184554,chen-thomas,2017-10-19T08:01:49Z,0,0,0,110278,0
107517814,95998531,ladarat,2017-10-19T08:16:23Z,0,0,0,95714,0
107518097,12465340,christophM,2017-10-19T08:18:45Z,0,0,0,99083,0
