projectID,authorID,dateID,n_additions,n_deletions,n_total
115062327,loongson-community,2016-04-09T14:56:09Z,247,1,248
1150805,rxYFzorn/hag,2013-03-25T17:28:28Z,107,175,282
1150805,zorn,2016-04-01T16:45:47Z,393,52,445
115143271,herbrandhofkerW,2016-02-17T10:28:26Z,188,475,663
1152924,suitmedia9,2017-10-21T15:48:45Z,265,164,429
1152924,suitmediaSDb,2017-05-11T10:19:30Z,65,94,159
11532939,7xs0bachpbZH,2016-09-04T03:44:41Z,1070,97,1167
11532939,bachp,2011-11-30T06:55:57Z,10,301,311
11532939,bachpKAV,2017-05-29T21:07:15Z,1744,362,2106
11532939,ncr6bachpSbu,2017-04-07T18:18:58Z,357,362,719
11545218,NAGAVENDRArLb,2017-11-29T18:00:24Z,1573,478,2051
11550007,uMfleshergZg,2013-04-16T13:03:35Z,1688,8757,10445
11550007,flesher t,2017-11-27T07:48:07Z,148,192,340
11550007,/Cf_Cflesher,2015-07-05T23:03:49Z,1470,47,1517
11564701,bLgnowledgeBy,2015-12-03T02:56:54Z,117,129,246
11564701,7L-xgnowledgelxdz,2016-08-18T22:15:25Z,427,183,610
11564701,gnowledgefu2k,2017-04-21T16:33:18Z,250,898,1148
11564701,U9jDKgnowledgenSM7 ,2010-04-05T04:31:32Z,4027,418,4445
11564701,STngnowledge5cUg9,2014-12-01T21:46:25Z,18,10,28
11564701,gnowledgelnd,2014-07-18T12:24:48Z,477,1353,1830
11564701,oqoY9gnowledge,2017-10-26T00:12:48Z,405,89,494
11564701,gnowledge,2015-10-08T03:32:51Z,86,241,327
11564701,PLBdugnowledgeXm8pd,2017-06-07T02:45:33Z,85,16,101
11564701,knvgnowledge,2017-11-18T15:55:51Z,54,63,117
11564701,3gnowledgeITR5,2015-08-11T09:50:39Z,152,169,321
11564701,jgnowledgerM,2015-06-11T12:50:25Z,136,150,286
11564701,qilLgnowledge,2014-12-06T12:15:50Z,179,262,441
11564701,WgSgnowledgei6Me,2017-05-09T22:53:25Z,1658,151,1809
11564701,Zgnowledge3sPiu,2016-08-22T19:41:28Z,312,189,501
11564701,xUCgnowledgePET,2015-11-03T02:28:27Z,22,99,121
11564701,HMkxgnowledgeh1,2017-02-14T15:27:39Z,288,171,459
11564701,gnowledge,2017-12-12T16:58:20Z,3479,40,3519
11564701,42JQgnowledgeE,2015-09-30T10:14:17Z,236,308,544
11564701,gnowledgeJp,2015-12-22T20:55:40Z,61,1801,1862
11564701,EXKRgnowledgeUzK,2016-11-15T14:47:38Z,167,244,411
11564701,gnowledge3,2017-12-04T18:52:27Z,163,94,257
11564701,zgnowledgeMriL,2017-03-22T08:11:58Z,137,4150,4287
11564701,OdgnowledgeSV,2017-11-26T14:23:08Z,22,136,158
11564701,gnowledge3o,2017-03-31T12:10:12Z,3850,432,4282
11564701,miMyugnowledgeZA,2016-11-22T09:20:10Z,7828,198,8026
11564701,_sdxgnowledgeSUAD,2015-08-21T05:20:47Z,127,5271,5398
11564701,Ga_JGgnowledgeR,2014-10-13T12:01:55Z,1324,82,1406
11564701,iIgnowledge,2017-12-19T20:58:28Z,83,194,277
11564701,6EO6gnowledge-,2016-09-23T08:20:40Z,5915,1801,7716
11565129,/TdOMovieFeel3k,2012-05-13T06:44:09Z,35,48,83
11565129,MovieFeel,2013-07-31T21:32:40Z,447,135,582
11565129,MovieFeelsu,2017-02-28T17:52:02Z,23,140,163
11565176,bnKCodeBlueGames,2011-06-25T23:18:36Z,7745,114,7859
11566331,uh9OuhscBbmc,2017-02-17T11:41:09Z,104,104,208
11566331,m9ROuhscBbmciQ 31,2013-11-26T00:40:31Z,132,303,435
11566331,96YOuhscBbmc,2017-07-11T09:19:11Z,366,38,404
11592607,/C3iGateworksBg0Ms,2011-08-14T12:39:32Z,214,28,242
11592607,Gateworks,2011-07-31T20:54:50Z,275,0,275
11592607,qD3sGateworksrCTp8,2017-09-07T20:50:18Z,364,84,448
11592607,iGateworksjVoYl,2016-10-29T18:20:35Z,390,125,515
11592607,GateworksVI,2014-05-09T20:54:03Z,64,311,375
11592607,Gateworks,2011-08-03T17:45:58Z,123,358,481
11592607,7qruGateworks,2017-09-30T14:17:55Z,19,307,326
11592607,ZEGateworks2FbNP,2017-06-24T05:23:45Z,89,452,541
11592607,IdYsGateworksE,2015-01-27T15:52:44Z,1431,181,1612
11592607,eGateworkst,2017-06-04T14:28:34Z,41,903,944
11592607,AmUGateworksGs2,2017-12-12T15:21:44Z,120,38,158
11592607,GateworksQJlz,2015-01-27T09:47:10Z,199,85,284
11592607,vEJkaGateworks,2012-04-01T06:04:33Z,25,279,304
11592607,GateworksNv,2016-04-23T19:34:51Z,101,1005,1106
11592607,VIRGateworksD2,2016-09-02T11:55:21Z,68,575,643
11592607,/U_GateworksJXE,2017-11-05T07:41:38Z,193,241,434
11592607,/JSAHGateworks7D,2017-09-15T01:33:37Z,365,46,411
11592607,JGateworks,2017-10-09T10:00:42Z,133,3446,3579
11592607,95Gateworks,2016-06-28T07:28:45Z,176,114,290
11592607,DbQ8Gateworks,2016-11-20T12:02:16Z,1831,150,1981
11592607,54wjGateworks,2016-06-15T19:45:52Z,51,230,281
11592607,B0omLGateworksZmbB,2017-12-09T05:16:49Z,56,137,193
11592607,WG797Gateworks/T8_,2015-05-26T04:12:06Z,172,79,251
11592607,Gateworksd,2017-12-22T05:18:07Z,17,12,29
11592607,mcKwVGateworksSIO0_,2016-09-29T15:27:50Z,102,234,336
11592607,17v2Gateworks,2016-04-20T08:47:29Z,378,34,412
11592607,6VPMGateworks- 51,2011-12-11T06:58:00Z,415,35,450
11592607,auo1lGateworks,2015-05-05T16:08:14Z,208,494,702
11592607,Gateworksx1Ju-,2017-11-13T19:47:54Z,482,51,533
11592607,GateworksV,2016-07-24T22:55:28Z,403,9802,10205
11616103,9lF ijosephdburdick3F,2017-11-18T16:27:12Z,80,264,344
11644624,5Dapircher,2014-06-13T12:24:48Z,263,92,355
11649931,838711801aZII,2017-06-30T02:28:01Z,294,413,707
11663682,B7hh-flaxsearch,2013-08-04T06:09:04Z,184,157,341
11663682,-ztwflaxsearchvT,2015-03-10T13:26:22Z,150,212,362
11663682,fsUaZflaxsearch,2012-02-14T02:11:09Z,53,40,93
11663682,xHflaxsearchEMHxX,2017-11-03T10:44:12Z,262,30,292
11664894,LeEnnopg5n,2017-10-03T22:50:32Z,398,485,883
11664894,LeEnno Zzh,2017-11-23T15:37:27Z,32,148,180
11664894,Jb-RLeEnnoC,2017-07-09T01:41:17Z,116,620,736
11664894,LeEnnoo4,2017-12-04T14:03:41Z,67,181,248
11664894,_LeEnnoqtMl,2017-04-07T08:47:56Z,283,103,386
11664894,wCOyXLeEnnoxmmU,2011-01-14T15:21:43Z,109,126,235
11664894,BRLeEnnoZMmbx,2017-03-28T01:13:50Z,63,401,464
11664894,ALeEnnoI4vO,2017-02-04T15:37:57Z,1636,73,1709
11664894,rLeEnno/,2017-10-29T04:19:59Z,159,490,649
11664894,-LeEnnoEV,2016-06-28T12:21:43Z,88,54,142
11664894,Q_g8LeEnnouq,2017-12-16T21:25:59Z,1835,2903,4738
11664894,vLeEnnon,2017-08-31T05:35:53Z,130,141,271
11664894,d-tLeEnnora,2016-01-08T05:39:52Z,415,44,459
11664894,LeEnno3,2017-06-11T22:36:03Z,52,1498,1550
11664894,6XXLeEnnoj1,2016-08-16T23:49:03Z,1161,23,1184
11664894,YLeEnnolyDM,2017-05-07T10:44:33Z,482,151,633
11664894,-0aLeEnnoXL,2015-10-29T16:38:02Z,162,3694,3856
11664894,/LeEnnok1,2016-11-27T18:59:38Z,55,256,311
11664894,Kid6LeEnnob6Ir,2011-01-17T23:41:51Z,6,166,172
11664894,JQnv7LeEnnojna6V,2016-07-26T22:15:47Z,9953,380,10333
11664894,iLeEnno,2017-11-07T01:58:32Z,55,193,248
11664894,oBLeEnnotZDS,2017-03-09T17:03:15Z,168,901,1069
11664894,os aLeEnno,2015-07-19T18:38:42Z,112,16,128
11664894,LeEnno,2017-06-28T12:33:47Z,1817,146,1963
11664894,FLeEnnokVx,2014-11-12T11:55:06Z,61,1489,1550
11664894,nQvLeEnno,2017-05-08T09:44:37Z,129,972,1101
11664894,zuG1LeEnno3u,2013-10-29T11:51:04Z,30,185,215
11664894,LeEnnog/9M,2010-07-14T22:51:29Z,487,32,519
11664894,7IuEILeEnnoI2C,2013-11-20T15:34:15Z,320,258,578
11664894,dDRFLeEnno,2017-08-30T19:47:35Z,108,92,200
11667609,qsZeningQub/781,2017-07-24T09:48:46Z,115,78,193
11667609,w9ZeningQukp,2014-09-14T09:37:30Z,322,426,748
1167519,ALi kjanniklaval,2016-03-21T11:05:22Z,189,184,373
11700475,dZbenlakeygI,2017-01-03T08:44:45Z,66,471,537
11734713,MNBistewartsmithQC8,2013-03-03T04:43:21Z,308,8722,9030
11734713,ocstewartsmithcEyfd,2017-02-21T07:20:09Z,726,114,840
11734713,iud0Xstewartsmith,2016-10-13T02:59:40Z,452,114,566
11734713,AR5stewartsmithGR4r,2013-08-15T01:59:16Z,161,374,535
11734713,Icstewartsmithd,2017-12-21T09:14:19Z,82,245,327
11734713,Ustewartsmith04rt1,2014-11-07T02:39:05Z,142,975,1117
11734713,LOkUstewartsmith9Q4,2017-04-02T12:17:21Z,300,131,431
11734713,yN5istewartsmith,2016-10-31T07:56:01Z,574,719,1293
11734713,_nstewartsmithEXt5,2017-09-08T10:45:44Z,384,76,460
11734713,IIstewartsmith,2017-12-15T03:06:30Z,1,355,356
11734713,rLenstewartsmithNH,2013-12-10T10:54:57Z,48,1689,1737
11734713,19Fustewartsmith,2017-04-01T15:47:05Z,1,127,128
11734713,8CuXhstewartsmith,2017-08-14T15:11:09Z,142,394,536
11734713,HCstewartsmith,2017-11-17T12:26:04Z,189,799,988
11734713,stewartsmithexPBI,2017-09-11T14:26:39Z,88,35,123
11734713,stewartsmith,2017-05-16T03:57:43Z,100,292,392
11734713,nMWH0stewartsmithtvQ P,2009-12-11T21:49:14Z,182,155,337
11734713,UQxlstewartsmithJW,2017-11-24T11:14:14Z,492,124,616
11734713,stewartsmithZ,2017-09-27T08:17:18Z,349,7544,7893
11734713,314stewartsmithdb9,2017-04-25T06:45:15Z,113,363,476
11734713,stewartsmith6-Cvd,2016-05-18T07:50:43Z,2,188,190
11734713,stewartsmith_Y/o,2017-01-04T16:58:15Z,217,7,224
11734713,6IOMvstewartsmith,2017-09-18T15:59:44Z,112,207,319
11734713,9stewartsmithxMl,2017-06-22T18:21:05Z,2,138,140
11734713,stewartsmithp581h,2014-11-24T17:27:04Z,195,6231,6426
11734713,p5stewartsmith,2016-02-20T17:31:58Z,110,303,413
11734713,idx2stewartsmithNlrhu,2016-08-23T19:11:15Z,123,3,126
11734713,stewartsmithO,2015-04-30T18:11:05Z,241,1200,1441
11734713,TLpstewartsmithIqit,2016-12-14T19:56:27Z,105,85,190
11734713,B1stewartsmith/ovlB,2016-10-13T22:47:24Z,144,84,228
11742090,hkajdijkstrah1,2017-09-09T20:56:14Z,438,944,1382
11751805,cEsri,2015-06-16T22:39:58Z,1560,40,1600
11751805,EsrilgVP,2017-04-07T12:46:53Z,489,18,507
11751805,uEsri,2016-06-26T18:29:33Z,199,430,629
11751805,m ZEsriD-v8B,2017-11-12T02:10:31Z,638,1118,1756
11751805,Esrip3sh,2017-10-06T07:49:20Z,80,345,425
11751805,TDUhEsriHir6E,2016-09-13T00:01:01Z,971,71,1042
11751805,/Esri,2017-01-27T01:48:56Z,71,132,203
11751805,hsvnEsri7NzIY,2013-04-16T08:50:33Z,2696,17,2713
11751805,XEsricHfZ,2017-12-08T23:31:07Z,335,487,822
11751805,IY-YEsri,2017-07-14T23:59:18Z,375,104,479
11751805,kEsri6I_,2017-03-06T22:45:55Z,104,81,185
11751805,bGQE_EsrihNUi,2017-04-26T17:07:42Z,426,165,591
11751805,EsriJaiJ/,2017-09-22T22:08:03Z,186,84,270
11751805,xaEsriHDC,2016-03-06T10:28:33Z,174,4508,4682
11751805,WAkyuEsrifE,2017-11-16T10:18:15Z,414,267,681
11751805,lEsri9S,2016-01-30T19:38:24Z,235,181,416
11751805,6l94EsriL2CkQ,2017-08-30T19:33:32Z,1689,165,1854
11751805,EsrigK9,2014-12-16T08:00:23Z,844,65,909
11751805,WEsri,2013-02-14T00:46:51Z,32,131,163
11751805,tFwEsri,2016-12-21T03:58:36Z,339,189,528
11751805,BjEsri,2015-12-10T18:19:33Z,376,48,424
11751805,shz/sEsri,2015-08-16T15:40:02Z,120,85,205
11751805,ap1Esrie1,2017-10-30T09:40:08Z,546,25,571
11751805,NjbqEsriO,2017-01-10T10:25:56Z,122,477,599
11751805,Esri,2011-12-01T03:44:27Z,498,300,798
11751805,liCEsriYizJC,2016-01-21T17:32:16Z,95,115,210
11751805,e-JEsri3A2,2014-09-10T10:50:55Z,76,160,236
11809018,IharpreetsIh2i,2017-12-15T17:54:43Z,16,47,63
11809118,UuDfogpngzivocH,2015-02-22T15:14:37Z,172,1796,1968
11812444,v-0Wjkalinalazarova1,2016-11-02T10:08:48Z,339,4,343
11836247,XZu5abenedyktTUI9w,2011-02-27T20:47:11Z,47,421,468
11836247,abenedyktjr9,2017-12-02T08:51:50Z,163,81,244
11847890,theusualbclF,2015-05-29T14:57:45Z,738,4,742
11865526,pApetheexarQffbR,2016-01-14T13:17:47Z,133,157,290
11907717,d0OpennauticscuFG,2016-04-15T07:34:01Z,14,138,152
11907717,bc9hOpennautics,2016-01-31T20:10:41Z,184,37,221
11907717,MHysbOpennauticsB,2017-07-17T09:06:18Z,340,174,514
11907717,_iUQOpennautics-8Di,2016-04-27T07:08:35Z,52,18,70
1190866,inxane9L,2017-04-24T11:25:54Z,226,46,272
11915953,d4Ifjvvaw,2014-01-27T18:42:16Z,2232,130,2362
11915953,qL4yfjvva lx,2017-04-24T21:25:14Z,322,161,483
11924390,raghuchandrasorab0_ct,2017-11-21T03:22:13Z,263,125,388
11946047,wistaria-Qr,2013-04-15T00:41:17Z,93,3056,3149
1194957,oXJjoshnabbottOlR7,2017-04-30T23:46:48Z,14,340,354
1195662,081NsisiletI4BCR,2016-02-21T20:28:22Z,899,377,1276
11964277,Wdttblue,2016-10-17T04:00:41Z,5449,259,5708
11964277,vttblueLgr,2016-04-13T17:21:42Z,94,481,575
11964277,ttblueZiB,2012-04-18T00:07:15Z,62,186,248
11964277,bttblue,2017-01-22T02:09:22Z,102,89,191
11966468,w9gsi-upm,2017-09-19T01:19:35Z,112,124,236
11966468,00FYTgsi-upm6I-P,2017-07-24T19:07:54Z,328,249,577
11977871,qy/0orexSXB,2013-02-21T01:51:48Z,50,180,230
11983358,elliptic1sBW-K,2016-03-25T21:10:48Z,218,1652,1870
11983358,GpEtelliptic14coL,2017-03-21T16:27:53Z,354,136,490
11995438,Anetease-youdaoT/,2015-01-27T23:12:54Z,32,276,308
11995438,d3nlnetease-youdaoeRW,2016-06-07T20:32:50Z,425,56,481
11995438,Rnetease-youdao,2017-12-14T13:39:09Z,474,165,639
1199814,R1OBVvinodsr6xuH-,2013-09-09T16:11:35Z,50,152,202
1199814,N-npvinodsrJ72,2016-11-07T12:27:14Z,67,197,264
1199814,bLvinodsrk7J,2015-12-19T12:31:36Z,193,831,1024
1199814,CWl5vinodsr8,2015-08-26T03:11:31Z,107,453,560
1199814,X8fnvinodsrnyC3,2014-06-05T01:24:55Z,786,147,933
1199814,g3Hwkvinodsrs8t,2017-02-10T20:22:23Z,110,113,223
1199814,Hwvinodsr,2017-10-25T20:25:36Z,379,109,488
12020126,galegosimpatico,2017-04-21T15:23:51Z,64,8,72
12021839,ovjiangbeilengyucpQ,2016-01-08T01:42:24Z,156,398,554
12026663,74kheine Z,2012-07-05T00:26:33Z,184,154,338
1206414,2efstephenfreundk,2017-05-14T23:16:50Z,49,1741,1790
1206414,LuL5IstephenfreundNJ,2017-12-13T18:14:47Z,70,47,117
12076314,oLF8fangcao7618,2017-08-23T07:24:30Z,54,392,446
12096329,9haibingoy7i,2014-06-09T14:15:20Z,4,392,396
12098991,ItGAdrianAlan,2009-12-14T19:13:07Z,67,972,1039
12098991,_moAdrianAlan,2017-10-23T16:21:25Z,215,104,319
12124089,MarkTseng4mC,2016-06-13T01:47:11Z,315,261,576
12142942,lcolladotorU,2012-09-12T10:49:43Z,157,375,532
12159926,sxKQingbinShe,2016-11-26T01:58:56Z,265,1032,1297
12162629,toQLewiswight,2017-03-25T20:59:41Z,7976,59,8035
12169108,8MiRgoogle,2017-09-22T09:39:18Z,447,50,497
12169108,googleKXh,2014-09-08T22:45:02Z,91,9,100
12169108,googleoOVF,2014-09-04T17:47:14Z,184,265,449
12169108,googleD,2017-10-03T00:38:17Z,192,184,376
12169108,LMLgooglex,2016-11-29T13:02:38Z,91,485,576
12169108,E/3-googlea,2012-03-07T18:37:23Z,92,4,96
12169108,nPR4googleeWf,2015-11-23T14:18:08Z,8801,2569,11370
12169108,3qgoogle,2014-10-10T23:55:07Z,402,730,1132
12169108,ZgooglewD,2016-12-05T01:35:15Z,69,93,162
12169108,WGgoogleHmlI,2015-06-03T16:09:38Z,119,293,412
12169108,googlemYTd,2015-02-06T02:39:39Z,14,628,642
12169108,googleYnq23,2017-11-24T05:49:10Z,844,54,898
12169108,1lhcgooglespWFz,2016-01-10T12:30:55Z,13,21,34
12169108,SDeYgoogleqt,2017-11-09T03:48:58Z,132,6337,6469
12169108,61googleyR-,2014-11-23T02:12:35Z,160,78,238
12169108,GasfgoogleE,2017-12-23T03:13:11Z,494,174,668
12169108,29-google6YQc,2013-11-12T01:04:56Z,63,919,982
12169108,gtAl8googlecMX_,2017-07-18T00:59:09Z,376,458,834
12169108,googleg,2017-08-29T21:10:08Z,253,91,344
12169108,FI9Jgoogle,2015-10-06T13:36:47Z,331,180,511
12169108,JLBJNgoogle,2014-05-15T13:25:33Z,455,87,542
12169108,s6google3IFYI,2015-04-15T21:50:41Z,133,1062,1195
12169108,bmgoogle82p,2017-09-18T00:39:08Z,89,142,231
12169108,_ 5googleKpisd,2016-07-05T03:22:43Z,353,8,361
12169108,cNi6agoogleyTpu,2015-12-01T09:37:44Z,1771,79,1850
12169108,Oh6xhgoogleSD,2014-09-30T13:22:14Z,424,88,512
12169108,gJh/tgooglezKi,2015-12-04T20:54:01Z,11,477,488
12169108,YTgoogle2ol,2015-05-20T09:00:05Z,607,167,774
12169108,B Jogoogle,2015-05-13T11:43:49Z,146,0,146
12169108,googleBLvl1,2016-01-17T09:14:15Z,162,150,312
12175210,noinnion,2016-09-05T18:41:44Z,467,269,736
1217660,NmwneessenpjoH,2013-06-14T02:53:19Z,83,1334,1417
1217660,7qEAqwneessen,2015-11-10T18:13:36Z,150,46,196
12195302,ntsharismatic1eud,2015-10-13T18:09:28Z,13,575,588
12236614,r_PocduanhongyiM,2016-08-09T20:39:35Z,181,155,336
12240184,adelsmee,2017-11-22T06:31:43Z,93,88,181
12258235,avmds2013gxxnu,2017-03-25T05:28:05Z,328,12,340
12258235,Qmds2013gx,2015-11-29T23:44:02Z,300,128,428
12258235,gRxW/mds2013gxgR,2017-07-19T20:05:00Z,124,184,308
12258235,kftmds2013gx,2016-05-05T04:25:12Z,291,4,295
12258235,5YH1mds2013gxTo,2017-11-18T16:23:46Z,355,25,380
12258235,-mds2013gx,2016-06-28T11:07:11Z,25,190,215
12300781,96UGlgerber,2015-11-06T16:35:43Z,1274,1551,2825
12303888,bYwkXbiosemantics-,2013-05-25T14:24:31Z,5084,148,5232
12303888,nbiosemantics/pbit,2017-03-28T16:37:24Z,400,303,703
12303888,biosemantics,2017-08-12T20:31:28Z,237,484,721
12303888,cLVbiosemanticswgb_,2014-02-05T18:11:45Z,257,186,443
12303888,biosemantics,2016-11-14T00:39:32Z,170,173,343
12304958,vmezera-v-,2017-02-04T01:32:06Z,8257,52,8309
12304958,qmezera6,2011-06-24T12:18:57Z,63,169,232
12304958,mezera,2016-01-03T17:16:42Z,406,391,797
12304958, o90mezeraBOB,2017-05-19T03:31:08Z,350,311,661
12304958,Tsmmezera5cR w,2016-11-07T22:14:45Z,89,172,261
12304958,bsmezera,2014-05-18T18:29:49Z,374,300,674
12304958,mezera,2013-12-05T02:50:35Z,166,1959,2125
12308775,Kmcteapot,2016-11-28T07:48:22Z,161,182,343
12327418,TsimianarmyAIHm,2017-03-29T13:08:56Z,162,196,358
12327418,jDJnsimianarmyLALC ,2015-11-12T20:53:27Z,189,197,386
12340831,Jprsolucoes,2012-04-07T19:50:34Z,8117,303,8420
12340831,17saGprsolucoesP,2014-02-22T10:59:32Z,4182,146,4328
12344298,xMZ9lipeiquan810Ma,2016-06-11T00:41:45Z,185,212,397
12346332,TsgvsRamqvist3O/,2017-03-09T14:53:30Z,135,92,227
12351187,polyphonic13ek,2017-12-14T08:04:46Z,166,1128,1294
1235310,Wpec198561u,2013-01-25T22:50:19Z,323,2,325
12358923,b0efsilvestrimBJ03 ,2017-01-14T04:22:54Z,10,66,76
12364993,vincentlbNv1,2017-08-10T23:36:55Z,981,190,1171
12370162,tonealbaoz-,2014-10-04T12:23:11Z,488,395,883
12374459,vmarek-gQsJg,2017-08-15T01:59:04Z,33,90,123
12375084,iblechl0gP,2017-08-31T05:37:40Z,167,4329,4496
12375084,-3ToiblechIh8VJ,2017-06-01T08:43:30Z,16,306,322
12375084,iblechs1N,2017-07-05T19:13:43Z,23,345,368
12406251,bFnkKozhevnikovDmitry,2016-06-27T03:37:34Z,119,167,286
12406251,ACKozhevnikovDmitryg,2016-01-11T00:18:18Z,59,511,570
12406251,zKozhevnikovDmitryqh,2015-12-24T07:56:11Z,158,83,241
12414300,AnSmmeeximums,2015-02-06T00:35:54Z,61,1782,1843
12427119,HBriarHollandwEt,2017-08-13T08:16:49Z,135,82,217
12427211,JTColtonPhillips,2016-09-30T08:23:54Z,6767,1650,8417
12427211,96RColtonPhillipshxNi,2017-03-29T02:45:08Z,1011,49,1060
1243588,SPrgeyerD,2017-09-14T16:37:20Z,155,4351,4506
12447962,0QtTlangpf1LJ-d,2017-03-21T05:43:25Z,418,1461,1879
12448747,5PcwsjbuedelpM,2017-11-27T04:11:46Z,1905,95,2000
12448747,jbuedelKi,2014-07-25T19:40:22Z,95,209,304
12457554,akvoVum,2017-04-05T08:23:51Z,183,106,289
12457554,akvolY6w,2016-05-09T14:43:32Z,11,138,149
12457554,akvon,2014-12-23T05:48:12Z,135,19,154
12457554,DGXxakvoo7FC,2016-05-30T14:54:55Z,104,117,221
12457554,4vakvoFHcfH,2017-11-04T17:21:12Z,502,342,844
12457554,vakvojm,2012-08-26T03:50:02Z,101,5615,5716
12457554,Makvoruou7,2016-11-14T02:52:04Z,1029,6,1035
12457554,/T Makvofvd,2017-01-04T17:35:59Z,100,158,258
12457554,kWWEakvo,2017-02-13T10:36:24Z,97,91,188
12457554,akvo,2017-01-07T10:14:18Z,266,193,459
12459697,pmateja-nextoqT,2016-08-17T03:28:54Z,1123,261,1384
12465257,pmklarmannYv7,2016-03-08T10:31:32Z,131,38,169
12465257,mklarmann,2016-07-16T19:30:37Z,100,399,499
12465257,mklarmannuKcD,2017-02-23T02:03:53Z,297,62,359
12465340,Tmlr-orgi,2014-01-20T16:37:37Z,99,106,205
12465340,zmlr-org,2017-03-28T09:13:48Z,123,21,144
12465340,mlr-orgCbp,2017-12-01T15:20:01Z,35,182,217
12465340,EUmlr-org,2016-05-10T04:43:06Z,1968,186,2154
12465340,mlr-orgyn w5,2017-08-20T15:13:14Z,446,276,722
12465340,khcmlr-org,2016-10-03T03:20:03Z,39,108,147
12465340,mlr-orgtA3w1,2015-09-10T19:11:01Z,43,128,171
12465340,bAjmlr-orgsUc_G,2017-06-30T06:55:41Z,76,21,97
12465340,c7mlr-org,2012-08-07T19:14:01Z,181,36,217
12465340,q3umlr-orgzD9,2015-06-16T18:30:52Z,39,49,88
12465340,/dUmlr-org0XJ,2017-04-12T10:30:51Z,176,174,350
12465340,mlr-orgc,2017-05-21T03:39:28Z,150,441,591
12465340,zg4mlr-org,2017-02-07T08:03:17Z,404,291,695
12465340,mlr-orgi_LtA,2017-08-19T14:30:23Z,17,423,440
12465340,T8g0Imlr-orgDEXG,2016-12-05T15:05:11Z,72,138,210
12465340,UsZI/mlr-org,2017-11-27T14:37:12Z,421,78,499
12465340,mlr-org,2015-08-24T22:43:34Z,440,59,499
12465340,fmlr-org,2012-05-23T09:37:29Z,169,193,362
12465340,EPmlr-orgFlLW ,2014-04-27T16:11:37Z,771,176,947
12465340,mlr-orgxDN,2017-12-19T18:55:47Z,160,419,579
12465340,L_mlr-orgjodj,2010-06-21T18:30:44Z,433,38,471
12465340,34/gmlr-orgxo,2016-12-10T16:02:21Z,146,440,586
12465340,dmlr-orgf0M,2017-09-04T21:17:17Z,137,2230,2367
12465340,10Lmlr-orgl,2017-12-02T09:51:42Z,62,13,75
12465340,lRrmlr-orgSpg,2017-08-25T11:52:45Z,172,51,223
12465340,7ryNmlr-org9A,2017-11-11T08:06:58Z,193,266,459
12465340, XBmlr-org,2014-11-22T18:43:53Z,208,83,291
12465340,mlr-orgn7_F,2017-10-12T17:17:53Z,1057,126,1183
12465340,mlr-orgD,2017-04-20T12:43:11Z,462,185,647
12465340,GRgvnmlr-orgqmAL,2017-03-02T04:08:48Z,159,2361,2520
12482923,PollyandBobkb/_,2017-07-12T07:12:38Z,52,1946,1998
12482923,u0PollyandBob,2017-08-11T03:51:19Z,241,459,700
12506571,7kfolgarmeNr,2017-01-27T19:43:31Z,599,144,743
12514046,Zsmitchellv,2017-05-10T14:41:35Z,888,132,1020
12520819,DayviG,2015-04-22T06:53:29Z,268,17,285
12520819,LxDayvi2Vte,2016-03-18T13:37:38Z,345,73,418
12520819,MEy8wDayvi_BQh,2017-11-10T13:51:53Z,182,626,808
12554530,alibabag7Y,2016-11-01T07:20:29Z,36,853,889
12554530,9RfGRalibabaHbB,2008-08-19T19:14:04Z,136,0,136
12554530,v KzJalibaba,2017-04-21T16:18:20Z,61,93,154
12554530,9alibaba,2017-04-29T22:40:05Z,1,230,231
12554530,-alibaba73Ao,2014-05-06T01:02:46Z,252,137,389
12554530,alibabaED3nQ,2017-08-10T18:57:57Z,277,80,357
12554530,alibaba,2015-07-11T16:57:32Z,150,148,298
12554530,UOrlualibaba,2013-03-26T18:59:29Z,308,39,347
12554530,alibabai,2016-06-09T00:22:09Z,429,20,449
12554530,WHalibaba,2017-07-16T11:52:47Z,174,170,344
12554530,alibaba20R,2015-05-17T06:38:49Z,66,533,599
12554530,W71Nyalibaba/Bc,2015-03-01T01:25:37Z,67,2313,2380
12554530,Aealibaba/7Gqe,2017-04-14T02:18:19Z,41,191,232
12554530,4alibabaVuxN,2017-11-17T17:23:41Z,167,238,405
12554530,Othdalibaba-IypC,2017-11-19T06:18:11Z,23,1505,1528
12554530,alibabarHITt,2015-04-23T12:54:53Z,361,189,550
12554530,oaalibaba,2016-02-04T19:00:50Z,171,193,364
12554530,alibabaXFS,2017-01-19T08:38:52Z,1015,7,1022
12554530,alibabaM8,2017-10-18T19:05:54Z,1359,41,1400
12554530,2Salibaba,2011-11-09T17:47:37Z,200,170,370
12554530,ealibaban,2016-03-28T20:02:12Z,20,1820,1840
12554530,FalibabaZh,2017-12-14T08:10:58Z,82,3,85
12554530,q4 YalibabaimprI,2017-07-26T18:42:05Z,4815,102,4917
12554530,B6 falibabaPAAOH,2017-12-15T10:13:39Z,101,479,580
12554530,p24alibabaE,2014-08-19T14:02:54Z,187,51,238
12567717,v3projectchronoB7 y,2017-09-13T21:37:19Z,81,16,97
12567717,/FHOLprojectchronoB_,2011-08-21T18:52:54Z,150,150,300
12567717,Z 1RKprojectchronou45y,2016-05-02T07:26:01Z,40,1516,1556
